ID,取引価格（総額）_log
1000000,7.0457728363290215
1000110,6.854109237645035
1000111,7.119856849545959
1000112,7.456173828892302
1000113,6.5005779069164475
1000114,7.610403545513555
1000115,6.9659292840958145
1000116,6.513978932974772
1000117,7.017795753228208
1000118,6.544275704429071
1000119,7.182695907460599
1000120,6.4785640796124415
1000121,7.636520580212274
1000122,7.081387541024499
1000357,6.4958503481033025
1000359,7.075961086796899
1000363,7.595455475770765
1000496,7.684249972077905
1000499,7.610773228073411
1000501,7.295867659138619
1000503,7.586483134212076
1000688,7.3326657247325
1000816,7.659565200036294
1000923,7.295499754707742
1000937,7.466993122721803
1000946,7.668943957061937
1001085,7.5444588534559704
1001151,7.093302277443675
1001152,7.509754521941769
1001153,7.344682595203428
1001243,7.498987885869332
1001246,7.427945265395618
1001272,7.296795856440442
1001326,7.564957756244523
1001330,7.50101072553017
1001481,7.628963234579615
1001631,7.446227758155287
1001815,7.011524390083927
1001816,7.519892782740708
1001926,7.4063602878320856
1002043,7.5753668425723895
1002097,6.527972954213215
1002098,6.684446161285244
1002099,7.6173888648566095
1002101,6.972180040123225
1002154,6.88858807927134
1002157,7.197629008597028
1002248,7.684285721356682
1002250,6.683230930175974
1002252,7.412464090322972
1002254,7.483943115750823
1002256,7.52385784334903
1002407,7.647063222217812
1002410,7.583764937016356
1002438,6.69314873718738
1002512,6.985896289438824
1002514,6.5542295947883735
1002516,6.49952458603966
1002518,7.3989494276150625
1002524,7.582386576541291
1002526,6.951873746419903
1002529,7.326980570081286
1002653,7.137767214391433
1002733,7.223889743413712
1002837,7.488014141513014
1002840,7.425049008077622
1002920,7.180253893213797
1002922,7.291278172094776
1002947,7.358071186490275
1003086,7.365995002340309
1003128,7.489549169607319
1003284,6.773535529836558
1003483,6.397451545754497
1003522,7.456842928834551
1003524,7.751334240555364
1003526,7.494077538142623
1003582,6.330557544538962
1003584,6.363367819482399
1003586,6.451738196498379
1003588,7.479242961956099
1003590,7.832483246221603
1003685,7.492597296406159
1003774,6.962022526959496
1003833,6.520098514043779
1003836,7.537454614820747
1003839,7.543929890326635
1003921,6.874767136337009
1003998,6.570013215085804
1003999,6.930111206506945
1004085,7.453936429817533
1004087,6.585358743692575
1004089,6.585358743692575
1004090,6.585358743692575
1004092,6.748783492793355
1004095,7.208506463632893
1004098,7.033118953804102
1004101,7.6501218226670655
1004228,7.339671120432528
1004295,6.567381489926303
1004407,7.477652275859885
1004490,6.852184827674386
1004637,7.381274074060567
1004714,7.521929559019535
1004774,7.403698543057263
1004812,7.23582320553619
1004913,7.008110708723925
1004916,6.065794892344223
1004918,6.690965906734331
1004920,6.97627201625678
1005078,7.1836865352065145
1005080,7.453444456251618
1005157,7.435763054185639
1005158,7.224039291236387
1005160,7.601617762025704
1005162,7.3728377845500175
1005312,6.473593922113869
1005314,6.8564509879812245
1005316,6.5753076750416986
1005395,7.273148731368048
1005454,7.440729147196175
1005456,7.493672804911809
1005531,7.54163703656094
1005546,6.425761421511536
1005548,6.327136204351876
1005550,6.33294519077448
1005553,6.425761421511536
1005556,6.425761421511536
1005559,6.425761421511536
1005562,6.313993503278478
1005760,6.957068036813659
1005804,7.343225187777748
1005806,7.461401017771337
1005808,6.7785956791175765
1005814,6.702091162950006
1005817,7.644734908826988
1005820,6.7147958433514345
1006202,6.86520769501353
1006206,6.93499424363763
1006258,7.054678499290471
1006295,7.02450538269701
1006305,7.380255515620859
1006544,7.25329097761334
1006602,7.1379618172639105
1006678,7.09545733705106
1006710,7.272842327784468
1006734,7.524778689987956
1006790,7.418717130422194
1006793,7.4898504683477185
1006796,7.3148790146295175
1006917,7.536360096696556
1006918,7.542261468388381
1006919,7.562787221616659
1006920,7.562787221616659
1006931,7.046617192531943
1006933,7.222712423580363
1006935,7.111344233601031
1007056,7.183827047804387
1007060,7.126334542093284
1007228,7.0327158368946
1007229,7.519286625913625
1007230,6.344454498661861
1007231,7.0700976176517765
1007500,7.559558291536693
1007502,7.389875552845423
1007509,7.3797267196192005
1007511,7.267806087454341
1007705,6.964656762525315
1007707,7.242249082605622
1007864,7.288194579598585
1007870,7.5476966405032035
1007912,7.463470620524954
1008053,7.452879198304772
1008069,7.058575963205481
1008182,6.7749835907418126
1008196,7.214757494446511
1008206,7.144268892417392
1008219,7.152181138247985
1008223,7.269029437393426
1008368,7.593547929632325
1008400,6.886117012082807
1008408,6.548835652466314
1008509,7.289203406820252
1008512,7.139667826260692
1008562,7.507082673740379
1008566,7.481582619892652
1008574,7.4878244618382235
1008632,6.9470232173302655
1008677,6.373383518827561
1008679,6.981747145300141
1008763,6.992351860704148
1008837,6.924587522124839
1008883,6.383987711558863
1009015,7.565606203893558
1009052,7.363908561462984
1009259,7.498977215214677
1009260,7.217918451389159
1009261,7.5265449581193
1009263,7.038954518894978
1009264,7.1745580670765765
1009267,7.527647577752096
1009269,6.869480871826284
1009271,7.490197262528955
1009423,7.175850036942826
1009425,7.108560509858705
1009519,7.336037913321514
1009522,7.402783191454432
1009525,7.377488044007572
1009532,7.42016301431754
1009756,6.648860330829045
1009764,6.907160681964208
1009881,7.085701175716503
1009991,6.55463125607786
1010303,7.056133744046462
1010306,6.929206336078958
1010308,6.9235753992039575
1010701,7.4444672033542965
1010710,7.239566505579376
1010713,6.429952539985322
1010880,7.123480144997932
1010885,7.222310424141586
1011032,7.5434091692063525
1011131,7.542613059011649
1011240,6.5256818892457265
1011291,6.520310939279239
1011394,7.407299247870144
1011397,6.650959678774804
1011400,6.6774600734172775
1011403,7.170432534262561
1011405,6.585354282848303
1011549,6.570777683565084
1011777,6.954127494103457
1011952,7.267312784771644
1011956,7.331765320636683
1011957,7.442641682546505
1011958,7.223892944377403
1011960,7.2723111611688696
1011962,7.417503419717586
1012111,6.7826002989106
1012231,7.080643612735821
1012236,7.073712286857211
1012359,7.0124624511178615
1012767,6.91491045586097
