ID,取引価格（総額）_log
1000000,7.043894575340697
1000110,6.892399171373417
1000111,7.143407939406259
1000112,7.411894057637165
1000113,6.482366561317833
1000114,7.593132130110106
1000115,6.986071024400808
1000116,6.479605600864298
1000117,7.023155321854434
1000118,6.499268869911404
1000119,7.194661113300374
1000120,6.477232860753113
1000121,7.646024344136626
1000122,7.05469019258447
1000357,6.555619591520638
1000359,7.094050380705925
1000363,7.569900602029442
1000496,7.742787170352007
1000499,7.6393539982649825
1000501,7.304495922504173
1000503,7.580800114750166
1000688,7.302412738493755
1000816,7.6406424138632065
1000923,7.3427837338354625
1000937,7.366326557694629
1000946,7.660044483216399
1001085,7.526814139737939
1001151,7.094156603832633
1001152,7.473379308798614
1001153,7.3758188688472295
1001243,7.5483017022674685
1001246,7.444580245131806
1001272,7.2485602097355395
1001326,7.595745339101213
1001330,7.480632352609222
1001481,7.6498701844516654
1001631,7.442437464455219
1001815,7.044673901435273
1001816,7.498606711805022
1001926,7.390283587913665
1002043,7.617660534909653
1002097,6.567112683991004
1002098,6.703898265052459
1002099,7.610900230480329
1002101,6.993288430361655
1002154,6.9171420832032195
1002157,7.229942238162552
1002248,7.680179280295006
1002250,6.675158354204298
1002252,7.367632996403787
1002254,7.506863858731549
1002256,7.5268193490733735
1002407,7.674196264368068
1002410,7.551566081300219
1002438,6.742227000832598
1002512,6.947415491577802
1002514,6.511111196718415
1002516,6.464501819541926
1002518,7.37610173627265
1002524,7.54651329430154
1002526,6.932467545688383
1002529,7.274858416331744
1002653,7.156012547085147
1002733,7.227994983108075
1002837,7.516071984198218
1002840,7.460482031049661
1002920,7.236762663986723
1002922,7.338675614258123
1002947,7.356586291020157
1003086,7.3928169862411925
1003128,7.488092787308064
1003284,6.795736693946893
1003483,6.416691035847835
1003522,7.453350459688518
1003524,7.732579677908409
1003526,7.48640785186008
1003582,6.386404962389347
1003584,6.383485762929277
1003586,6.515302416963614
1003588,7.505287003173804
1003590,7.800928321111731
1003685,7.516195025820742
1003774,6.946514376506994
1003833,6.459178476160017
1003836,7.521587369390374
1003839,7.509956723851724
1003921,6.905428628280317
1003998,6.56264716336447
1003999,6.972815664860441
1004085,7.445205881968924
1004087,6.606232451275863
1004089,6.606232451275863
1004090,6.606232451275863
1004092,6.76723807912411
1004095,7.202635568515506
1004098,7.036212686667646
1004101,7.627184417960311
1004228,7.293035239223768
1004295,6.55407244329837
1004407,7.474351413790002
1004490,6.7843064932552455
1004637,7.432447798158871
1004714,7.512876684119406
1004774,7.438090628904895
1004812,7.287091971630127
1004913,6.972154521350181
1004916,6.088837342330982
1004918,6.649877297105746
1004920,7.010308139018846
1005078,7.150736450324962
1005080,7.407712478968886
1005157,7.417894590845356
1005158,7.212228820870284
1005160,7.568041461891395
1005162,7.338546169715461
1005312,6.491179050699925
1005314,6.743506075230917
1005316,6.524487780790503
1005395,7.270434952387946
1005454,7.435489626300331
1005456,7.467710124270064
1005531,7.564975443818089
1005546,6.4366621886112485
1005548,6.3477114764688265
1005550,6.364708744266905
1005553,6.4366621886112485
1005556,6.4366621886112485
1005559,6.4366621886112485
1005562,6.321397029518491
1005760,7.087040176311461
1005804,7.341667681911857
1005806,7.436905017390452
1005808,6.846461044790268
1005814,6.753008272878005
1005817,7.60777085623678
1005820,6.863719676282364
1006202,6.840057870482656
1006206,6.889786684770627
1006258,7.039597765022078
1006295,7.006430926521386
1006305,7.335420720572516
1006544,7.276279037951802
1006602,7.141252479029916
1006678,7.073984300799117
1006710,7.2381509333845715
1006734,7.524042981220617
1006790,7.408252873058794
1006793,7.482297451641942
1006796,7.290720713965616
1006917,7.520482459189621
1006918,7.525965973478844
1006919,7.5384277904571295
1006920,7.5384277904571295
1006931,7.054146723426161
1006933,7.271810470852532
1006935,7.069230510134081
1007056,7.223226134297172
1007060,7.161941077768906
1007228,7.013415555356001
1007229,7.539011634202537
1007230,6.314859631825312
1007231,6.969705163906175
1007500,7.558488462101576
1007502,7.4006275775229025
1007509,7.356846493516666
1007511,7.255519441471584
1007705,7.002500861417548
1007707,7.253470698548355
1007864,7.262023796014198
1007870,7.546168864694369
1007912,7.45853289412767
1008053,7.443678295852756
1008069,7.119776686794209
1008182,6.754165575734917
1008196,7.237776021393571
1008206,7.136839220964662
1008219,7.164166075536005
1008223,7.281404764466302
1008368,7.596572521186641
1008400,6.888422513994962
1008408,6.569871121258621
1008509,7.238241795044189
1008512,7.124104840940469
1008562,7.520899108252123
1008566,7.48954762547141
1008574,7.488265534849335
1008632,7.007870807906937
1008677,6.376451956624942
1008679,6.904972843104161
1008763,6.957458075894546
1008837,6.945580933329202
1008883,6.355537893834404
1009015,7.60943611344658
1009052,7.35352840712224
1009259,7.482549892545931
1009260,7.177275894178728
1009261,7.565351491264014
1009263,7.027910081908576
1009264,7.0978317546522085
1009267,7.5811270486775015
1009269,6.858639652683688
1009271,7.501184579669371
1009423,7.165497638770688
1009425,7.09970591259569
1009519,7.321789979577925
1009522,7.4338196466414095
1009525,7.312060011575785
1009532,7.315257781353401
1009756,6.635271562976623
1009764,6.854767107714912
1009881,7.0747729736212
1009991,6.474302671697924
1010303,7.059943196886907
1010306,6.943360282337871
1010308,6.964727773556932
1010701,7.460093450317059
1010710,7.2518296189556954
1010713,6.383866524464312
1010880,7.14519386896142
1010885,7.227976343717893
1011032,7.555154213264198
1011131,7.542530675410113
1011240,6.515893659060678
1011291,6.506450587897778
1011394,7.395179307284801
1011397,6.634138699531893
1011400,6.659628660987916
1011403,7.167409414030178
1011405,6.574853471731059
1011549,6.561001649029564
1011777,6.9735139897463885
1011952,7.258165351179333
1011956,7.3022536925326005
1011957,7.431915087831571
1011958,7.193920174000346
1011960,7.270844920190569
1011962,7.383883915292286
1012111,6.783428475846205
1012231,7.135103021209225
1012236,7.116841341423794
1012359,7.013757937110443
1012767,6.894022895387337
1012907,6.877868352794695
1012910,7.0643691987079915
1013173,7.014979361189589
1013176,6.78901035093946
1013178,6.613791274541654
1013179,6.943172485897345
1013323,7.268030862123343
1013325,7.301862061068187
1013424,7.048878010154855
1013427,6.666218923925824
1013429,6.98966972276154
1013534,7.090533967188754
1013604,7.49464143532899
1013654,6.365163969383833
1013672,6.796966717380109
1014431,7.013703568269874
1014433,6.846733662892986
1015235,6.9790530689021395
1016301,7.401790464594411
1016302,7.359841554874113
1016306,7.328851435943645
1016570,7.0642039106452295
1016572,7.1178447192385494
1017022,6.748709492982484
1017241,7.013119498870529
1017243,6.964086016497977
1017245,7.207731765374428
1017646,7.181132326039427
1020516,7.216910230814054
1020615,7.454343607676808
1020688,7.445534739709389
1020732,7.4741838494758595
1020734,7.466227316567046
1020782,7.143610205538179
1020785,6.875705031384448
1020803,7.229674549063294
1020842,6.826195494019571
1020886,7.426071449715704
1020888,7.277023954698744
1021104,7.146011311150847
1021367,7.23170213062769
1021421,6.9369171293262495
1021423,7.349504354631606
1021519,7.2367488556502435
1021522,7.3588954042765025
1021582,7.308460874855239
1021649,7.349516065616249
1021691,7.210752449152572
1022398,6.5259132568204885
1022998,7.401594923957097
1023000,7.421120970954123
1023229,7.142467554796757
1023431,7.158416672020512
1023434,7.351550880842558
1023564,7.37273896393584
1023678,7.06017174307001
1023877,7.335342569001635
1024113,7.160748898863472
1024124,7.164571451201583
1024370,6.919991574206834
1024381,7.130305906079365
1025278,7.438162976475427
1025282,7.472482857904755
1025716,7.296075221967982
1025719,7.296075221967982
1028167,7.017761593020815
1029023,7.411114510560069
1029024,7.523249996856295
1029158,7.378178106157003
1029302,7.150365060761166
1029495,7.34140494301669
1029588,7.335378593584163
1029651,7.153723551060179
1029656,7.179381788446418
1029751,6.6880328546483945
1030826,6.993610404523369
1030830,6.989984953468885
1030840,6.741647522879846
1030988,6.9770518914365685
1031280,7.04981911778576
1031492,7.10468464062531
1031715,6.938761225626295
1031879,7.062194958228357
1031880,7.33304209633147
1031990,6.852905764305831
1031992,6.784413255044196
1032077,7.3797654365811844
1032122,6.554746159272874
1032123,6.38562236798062
1032262,7.473566809368875
1032263,7.244694517765126
1032272,6.839840128736556
1032274,6.998207030233189
1032277,7.148760522432884
1032280,7.3490673855870075
1032283,6.481567484239315
1032285,6.549848203617225
1032457,7.269833266235203
1032461,7.303122651865446
1032472,7.472842391277789
1032476,7.310974736616446
1032600,7.142018839827011
1032605,7.312162135809844
1032609,7.355912273114541
1032732,7.009240051133987
1032734,7.047420837149313
1032859,7.104828396377129
1032861,7.40899227543387
1032863,7.1849615666235245
1033096,7.386760007119127
1033097,7.37950465596088
1033104,6.358803462534534
1033106,6.601113673117577
1033108,6.863228820555138
1033110,7.231918851433879
1033401,6.842806646574539
1033465,6.711468784926041
1033466,7.224694791794344
1033494,7.241243928020741
1033616,7.316429622776596
1033619,6.406768155648021
1034111,7.0132691638277525
1034113,6.825768672890641
1034189,6.363157158103875
1034192,6.412502787234321
1034249,7.266877729032664
1034250,6.703133216624069
1034251,7.161267596852618
1034253,6.85038356866202
1034257,7.161267596852618
1034263,7.308298299653876
1034266,6.370238636898448
1034464,7.166409228686528
1034468,6.9194707298438045
1034519,7.145691641616116
1034520,6.931723527320439
1034552,7.396551300366869
1034555,6.993821915947265
1034703,6.867642994108796
1034705,7.290821084374741
1034708,7.094628213883063
1034711,7.290821084374741
1035027,6.572563420822425
1035109,7.0710805281260685
1035111,7.208153619261113
1035222,7.076590021150517
1035344,7.383227814132634
1035384,7.187902009007208
1035420,6.932439227169146
1035543,7.146330516177994
1035588,7.376014258001218
1035590,7.079321788169293
1035592,7.266636928313965
1035594,7.241220048328653
1035597,6.826836641145111
1035690,6.978393695898396
1035694,6.846546162490805
1035697,6.789496438650043
1035759,6.679299926004681
1035862,6.890035604879582
1035866,7.31246962101463
1035870,7.307309009332504
1035876,7.191429149623167
1036084,7.059232254190466
1036248,6.917934338660939
1036263,7.264172784674308
1036267,7.439397496936273
1037079,7.44341712408789
1037212,7.2309152787751865
1037279,7.3317087301017665
1037330,7.396702557073558
1037414,7.056729108008818
1037415,6.848850043162177
1037449,7.172866131540122
1037470,7.253005929421212
1037472,7.326003758813805
1037474,7.347994042335939
1037618,6.355582499326468
1037680,7.11248008244996
1037683,7.2226228514941395
1037686,7.294222271620225
1037690,6.91758622314979
1037694,7.210912013933228
1037697,7.077870004134214
1037700,6.4418439147204785
1037704,7.051259418619944
1038026,7.089958087604134
1038074,6.428408834200154
1038078,6.872209858640961
1038084,6.878291483362661
1038107,6.967246074750987
1038110,7.280442564071113
1038111,7.322230714199779
1038113,7.3939110029583865
1038247,6.6887076227134195
1038251,6.5293660446735995
1038681,6.958189453375758
1038747,7.008806654086436
1038831,6.964773891461904
1039022,6.776814575344903
1039023,7.025421760860529
1039024,7.254567041041682
1039228,7.016870567054334
1039376,6.903314556715004
1039377,6.791483665640231
1039382,7.117058050191516
1039385,7.138715637276996
1039388,7.414480559513326
1039546,7.317135487873619
1039548,6.889904447202676
1039680,6.457798933089658
1039721,6.267534510010449
1039723,7.029953994429007
1039724,6.887411953405144
1039725,7.153340737466704
1039953,7.480988246827653
1039955,7.325483314113546
1040006,7.1384254295731076
1040007,6.9684830388356795
1040008,7.0394782955263375
1040009,7.121008377657035
1040139,7.430299186879803
1040143,7.119865335937749
1040145,6.520141111808672
1040148,7.433350039910086
1040289,7.135931207272201
1040290,7.247783262479843
1040292,7.330383146039215
1040445,7.466626121908207
1040448,7.410108582004939
1040566,7.386480638184995
1040577,7.346715303652404
1040849,6.935438279834638
1040986,7.132925717499718
1040988,7.132925717499718
1040990,7.369073817626172
1041151,7.516835251984789
1041154,7.206132954388418
1041156,7.150246673138422
1041379,7.394930965517218
1041381,7.298522493335084
1041383,6.9064830523305245
1041613,7.254279433690554
1042132,7.316884103777449
1042477,6.91921831262792
1042480,6.980336964934338
1042844,6.3625534198841756
1042974,7.134290034326336
1042977,6.915854010983483
1043557,6.952413697170566
1044571,7.534807898640173
1044918,7.371436606815319
1045106,6.550697457354828
1046158,7.459715668370049
1046162,7.340498801501278
1046164,7.201388480021561
1046368,7.0654390124282225
1046471,7.084257289117973
1046476,6.928275143841479
1046481,6.910371904705907
1046482,6.663788208466437
1046582,6.847124893215202
1046584,6.693529459296335
1046585,6.68651283259214
1046587,6.453643662139439
1046589,7.117705734578368
1046590,7.40227475338714
1046766,6.958246084087935
1046770,7.128871952094143
1046775,7.093595126417714
1046780,7.218288107634655
1046785,7.22663593844972
1046787,7.218288107634655
1047103,6.7228286221000095
1047105,6.6296080123880765
1047164,6.568630727444341
1047565,6.65466786982897
1047569,6.8893456662216055
1047681,7.062465891823385
1047682,7.4418049931911865
1047683,7.391820201828572
1047684,7.407510447702342
1047685,6.953725757176838
1047686,7.413899387655672
1047835,7.440574555947197
1047848,7.186047294619473
1047850,7.512711731203718
1047852,6.27333391954734
1047957,7.469391096732977
1047982,7.489956861770498
1047985,7.352700175288545
1048067,7.547097934266291
1048244,6.947187555007103
1048381,6.727339118102698
1048382,7.194858345317625
1049708,7.399362910534798
1049796,6.940852378380961
1049984,6.992056818999251
1049986,6.9211792135503485
1049988,7.499303517645614
1050126,6.93171040904925
1050128,6.720951285639175
1050130,6.750157681233681
1050132,6.754452402877104
1050134,6.983904174970636
1050258,7.032309478445445
1050260,7.073751091141878
1050287,7.424933813355254
1050288,7.217021019357446
1050293,6.745690479807057
1050295,7.015865655386953
1050393,7.126582416112791
1050395,7.50510877057343
1050400,7.485266014688392
1050521,7.448185943374468
1050523,7.126626357397092
1050613,6.84636873831414
1050616,7.146324471867969
1050848,7.437175353315644
1051053,6.416821478334615
1051112,7.266911858145183
1051759,7.165962463824053
1052191,7.151389331142938
1052483,7.113491332901846
1052561,7.061663280616215
1052682,7.206674347610998
1053419,7.3909815808572645
1053531,7.143588712646997
1053540,7.36293350387834
1053542,7.355181522951621
1053587,6.864984118514395
1053593,6.946321802896112
1053594,7.091607724358458
1053598,7.069775579983285
1053779,7.435101724149699
1053782,6.862234820148811
1053951,6.631082193999324
1053991,6.9947404351707725
1054543,7.242860378756629
1054553,7.322324364952781
1054801,7.137018109152858
1054804,7.0807005447569855
1054806,7.083106472233166
1055264,6.349351428790879
1055266,6.35050664820539
1055268,6.461034020223434
1055318,7.083111431706233
1055319,7.634745704672735
1055408,6.968367657403292
1055416,7.006372447652562
1055419,6.825773979649775
1055482,7.140996337436445
1055556,6.8503917444652895
1055558,7.138727736935987
1055637,7.403362568163277
1055667,7.081088082952683
1056204,7.106687639129748
1056244,7.241847663569268
1056248,7.296708027295103
1056368,7.449683622178021
1056459,6.903367203285397
1056464,7.101954952092704
1056469,7.01715382081063
1056473,7.224946235524116
1056577,7.255077025700376
1056611,7.029088234441386
1056615,7.161637440856732
1056730,7.11344340229661
1057005,7.257570454661122
1057150,7.117556241679637
1057153,7.14555602749508
1057154,7.236094527605911
1057160,7.1665286284873
1057162,7.2128472831799835
1057164,7.022516975634198
