クラスタ平均,市区町村名
0.7358934169278997,茅ヶ崎市
1.0985810306198656,名古屋市名東区
0.8882521489971347,貝塚市
1.2588235294117647,西尾市
0.7586206896551724,岩国市
0.44,行田市
0.6477093206951027,昭島市
1.6153846153846154,北見市
0.276536312849162,春日部市
0.8716475095785441,横浜市泉区
0.9121171770972037,富山市
0.6428571428571429,宗像市
1.2,三条市
0.6824324324324325,大阪市福島区
1.1374584717607974,横浜市都筑区
0.5452261306532663,横浜市磯子区
1.2706883217324052,札幌市厚別区
0.5,宮城郡松島町
0.5541284403669725,調布市
0.47435897435897434,沖縄市
0.7000879507475813,京都市上京区
0.760051189079663,品川区
1.0733590733590734,刈谷市
0.6384266263237519,さいたま市見沼区
0.4880503144654088,和歌山市
0.6406987724268177,大阪市淀川区
0.1308411214953271,伊勢崎市
0.0,瑞浪市
0.9827833572453372,川西市
0.8569832402234637,名古屋市港区
0.7695355491965662,目黒区
0.436613665663945,大和市
0.6491228070175439,河内長野市
0.9642857142857143,富士宮市
0.5847084708470847,川崎市多摩区
0.6579710144927536,浜松市北区
0.9489559164733179,習志野市
1.2835164835164836,小牧市
1.0845771144278606,富田林市
0.507451564828614,伊丹市
1.4057971014492754,諫早市
1.4308943089430894,守谷市
0.5662921348314607,橿原市
0.5954631379962193,福島市
0.37623762376237624,東久留米市
1.1153846153846154,霧島市
0.600375234521576,海老名市
0.8301329394387001,広島市西区
0.8888888888888888,久世郡久御山町
0.22847682119205298,大阪市西成区
1.2190265486725664,札幌市清田区
0.3932221624529317,川越市
1.1881785283474064,我孫子市
0.508695652173913,小山市
1.075268817204301,印旛郡酒々井町
0.7327935222672065,知多郡南知多町
0.5678280207561156,横浜市鶴見区
0.6,福津市
0.7344862665310274,京都市左京区
0.9973900074571216,宝塚市
1.0,安芸郡海田町
0.5546875,鎌ケ谷市
0.9059061306984055,八王子市
2.0,丹羽郡大口町
1.1667527103768716,大分市
0.8052325581395349,三島市
1.0816077953714982,流山市
0.2900552486187845,大阪市生野区
0.0,南足柄市
0.8070910106085986,杉並区
0.7692307692307693,横手市
0.3333333333333333,東近江市
0.4579646017699115,大阪市此花区
0.8111888111888111,北葛飾郡杉戸町
0.8571428571428571,海部郡蟹江町
0.6778846153846154,国立市
0.2930648769574944,坂戸市
1.6913214990138068,印西市
0.8874172185430463,津島市
0.6627177700348432,千葉市花見川区
1.030104712041885,安城市
0.8617200674536256,水戸市
0.3050847457627119,古河市
0.3,泉南市
0.935064935064935,香芝市
0.8571428571428571,鹿屋市
0.47697974217311234,加古川市
0.9765100671140939,津市
0.736283185840708,奈良市
0.5829787234042553,倉敷市
0.797979797979798,三原市
0.39622641509433965,朝霞市
0.6521739130434783,呉市
0.0,新潟市秋葉区
0.75,磯城郡田原本町
0.6313276026743075,三鷹市
0.8660287081339713,各務原市
0.6082251082251082,堺市堺区
1.0751879699248121,宮崎市
1.0075566750629723,瀬戸市
0.2682926829268293,泉南郡熊取町
0.6320754716981132,亀岡市
0.6098901098901099,那須塩原市
0.0,大川市
0.5839643652561247,所沢市
0.954858934169279,久留米市
0.9635036496350365,北九州市若松区
0.7604735883424408,仙台市泉区
0.4935064935064935,泉佐野市
0.47485380116959064,宇治市
1.4588235294117646,みよし市
0.7,愛甲郡愛川町
1.130663856691254,箕面市
0.5789473684210527,いわき市
0.2696629213483146,高座郡寒川町
0.8660170523751523,千葉市稲毛区
0.8605619146722164,多摩市
1.1666666666666667,常滑市
0.6113320079522863,小平市
0.7931034482758621,筑紫野市
1.0128354725787632,鹿児島市
0.9051172707889126,福岡市西区
0.9122231337161608,堺市南区
0.7401129943502824,八千代市
1.0,飯塚市
1.0204081632653061,富里市
1.1797590361445782,名古屋市千種区
0.0,吉野郡吉野町
1.2324324324324325,木津川市
0.4400977995110024,横浜市緑区
0.4838709677419355,北足立郡伊奈町
1.6,碧南市
0.6572504708097928,千葉市若葉区
1.0216919739696313,佐世保市
0.9792780748663101,名古屋市東区
0.9397590361445783,つくばみらい市
0.5602409638554217,新潟市東区
0.5296610169491526,東大和市
0.47946353730092206,戸田市
1.2260536398467432,大府市
0.802547770700637,知多市
0.6794258373205742,龍ケ崎市
0.9705882352941176,浜松市中区
0.5164835164835165,今治市
0.6265356265356266,国分寺市
0.8083859332732192,町田市
0.8471337579617835,東広島市
0.9259259259259259,名古屋市守山区
0.8161764705882353,江南市
0.7945715323166304,世田谷区
0.6290949472515269,仙台市太白区
0.7388059701492538,岡山市南区
0.7857142857142857,出雲市
0.7261904761904762,磐田市
1.0352059925093633,神戸市北区
0.7777292576419214,横浜市中区
0.2857142857142857,入間郡越生町
1.164021164021164,中郡大磯町
1.032258064516129,北名古屋市
0.2222222222222222,知多郡美浜町
0.6772151898734177,前橋市
0.829992576095026,豊中市
0.5429362880886427,大阪市大正区
0.0,那珂川市
1.5172413793103448,伊勢市
0.3333333333333333,新発田市
1.069767441860465,小松市
0.8388746803069054,青森市
0.5345080763582967,狛江市
1.1111111111111112,北葛城郡上牧町
1.0927152317880795,大垣市
0.5972222222222222,土浦市
0.5896656534954408,八幡市
0.8532338308457711,周南市
1.3333333333333333,中間市
0.6754850088183422,長岡市
0.43857634902411025,さいたま市桜区
1.2464454976303319,旭川市
0.6870451237263464,秦野市
0.6877811768940075,台東区
0.7496214033316507,神戸市垂水区
0.6572140256754168,横浜市港北区
0.9708360337005832,金沢市
1.5,島田市
0.6299112801013942,名古屋市南区
0.8176795580110497,甲府市
1.1111111111111112,知多郡阿久比町
0.7034482758620689,浜松市東区
0.46006389776357826,摂津市
0.8641686182669789,松本市
0.7153558052434457,北九州市八幡西区
0.6354679802955665,京都市北区
0.7022727272727273,広島市東区
1.206451612903226,浦安市
0.5068198133524767,明石市
0.6709677419354839,四街道市
0.7846860004172752,大阪市中央区
0.9560723514211886,高知市
1.0677655677655677,千葉市緑区
0.8990384615384616,丸亀市
0.577961432506887,さいたま市浦和区
0.7771295215869312,大阪市港区
0.6952447066990628,川崎市高津区
1.5625,浜松市浜北区
0.9836956521739131,熊本市東区
0.3913662239089184,東大阪市
0.5670731707317073,野田市
0.679422835633626,練馬区
0.5696517412935324,泉大津市
1.087378640776699,あま市
1.016597510373444,京田辺市
0.950595238095238,熊本市中央区
0.16666666666666666,乙訓郡大山崎町
0.971830985915493,西条市
0.9669631512071156,春日市
0.9678135405105438,草津市
0.7306564403338597,中野区
0.7694575471698113,千葉市中央区
0.5,相模原市中央区
0.8186356073211315,徳島市
1.04337899543379,京都市西京区
0.49037227214377405,小金井市
1.0,筑西市
0.6151079136690647,桶川市
0.7131782945736435,入間郡三芳町
0.9803921568627451,横浜市金沢区
0.8791431792559188,吹田市
0.6149614961496149,大阪市鶴見区
0.9938650306748467,上越市
0.6022304832713755,熊谷市
0.7526737967914439,秋田市
0.5663875598086124,松戸市
0.8282208588957055,広島市佐伯区
0.7770114942528735,尾張旭市
0.7252747252747253,白岡市
0.468709538195943,さいたま市南区
0.5671950379048932,厚木市
1.2997858672376874,小樽市
0.0,足柄上郡大井町
1.0851063829787233,鈴鹿市
0.7432010699955417,大津市
0.9533678756476683,福岡市早良区
1.080148799458911,札幌市豊平区
0.5844155844155844,弘前市
0.961025641025641,豊田市
0.5743631881676253,府中市
0.0,高山市
0.5032733224222586,さいたま市大宮区
0.7487943884261289,大阪市北区
0.7784090909090909,盛岡市
0.4123090481786134,足立区
0.2608695652173913,新潟市江南区
0.656301531213192,北区
1.1319702602230484,札幌市手稲区
0.0,羽島郡岐南町
0.7843971631205674,那覇市
0.17391304347826086,あきる野市
0.7970479704797048,浦添市
0.25,足利市
0.7826625386996904,豊島区
0.7621668597914253,横浜市青葉区
0.22698412698412698,蕨市
0.6794326241134752,仙台市青葉区
0.5470588235294118,伊勢原市
0.7905181918412348,静岡市葵区
0.8036890645586298,沼津市
0.8753709198813057,静岡市駿河区
0.37209302325581395,中郡二宮町
